"","pop","country.etc","name","lat","long","capital","Region","largestC"
"12526",2824,"romania","romos",45.833333,23.283333,NA,"2",0
"12527",2824,"russianfederation","firsanovka",55.953611,37.240833,NA,"47",0
"12528",2824,"switzerland","port-valais",46.37,6.87,"0",NA,0
"12519",2823,"canada","gibbons",53.84,-113.33,"0",NA,0
"12520",2823,"mexico","mama",20.483333,-89.366667,NA,"31",0
"12521",2823,"russianfederation","tpig",41.78007,47.588963,NA,"17",0
"12513",2822,"honduras","tegucigalpita",15.63,-88.24,"0",NA,0
"12514",2822,"hungary","sarszentmihaly",47.16,18.33,"0",NA,0
"12515",2822,"philippines","ambuclao",16.483333,120.75,NA,"10",0
"12516",2822,"romania","putineiu",43.9,24.966667,NA,"42",0
"12517",2822,"romania","teslui",44.516667,24.366667,NA,"29",0
"12518",2822,"turkey","meric",41.19,26.42,"0",NA,0
"12509",2821,"romania","dolhesti",46.866667,27.9,NA,"23",0
"12510",2821,"romania","huruesti",46.266667,27.25,NA,"38",0
"12511",2821,"switzerland","ins",47.02,7.1,"0",NA,0
"12512",2821,"tanzania","dungabweni",-6.13,39.33,"0",NA,0
"12501",2820,"colombia","nuevagranada",9.8,-74.39,"0",NA,0
"12502",2820,"czechrepublic","bilovicenadsvitavou",49.25,16.67,"0",NA,0
"12503",2820,"denmark","storvorde",57,10.1,"0",NA,0
"12504",2820,"philippines","talaibon",13.8378,121.1398,NA,"9",0
"12505",2820,"philippines","yook",13.226083,121.964003,NA,"38",0
"12506",2820,"romania","albeni",45.033333,23.6,NA,"19",0
"12507",2820,"romania","bilbor",47.05,25.516667,NA,"27",0
"12508",2820,"romania","dumbrava",45.816667,22.116667,NA,"2",0
"12495",2819,"bulgaria","kableskovo",42.67,27.58,"0",NA,0
"12496",2819,"greece","neapolis",35.25,25.61,"0",NA,0
"12497",2819,"greece","vrakhnaiika",38.17,21.67,"0",NA,0
"12498",2819,"romania","acas",47.533333,22.783333,NA,"32",0
"12499",2819,"romania","visani",45.15,27.283333,NA,"11",0
"12500",2819,"ukraine","nyzy",50.782812,34.784411,NA,"21",0
"12494",2818,"russianfederation","nizhniyufaley",55.915278,59.984167,NA,"13",0
"12490",2817,"comoros","male",-11.88,43.5,"0",NA,0
"12491",2817,"hungary","tarjan",47.62,18.52,"0",NA,0
"12492",2817,"philippines","balutakay",6.721111,125.351667,NA,"25",0
"12493",2817,"switzerland","signau",46.92,7.72,"0",NA,0
"12483",2816,"bulgaria","dunavci",43.92,22.82,"0",NA,0
"12484",2816,"colombia","chima",9.15,-75.63,"0",NA,0
"12485",2816,"czechrepublic","raspenava",50.9,15.12,"0",NA,0
"12486",2816,"czechrepublic","zasova",49.48,18.05,"0",NA,0
"12487",2816,"india","chatakonda",17.55,80.65,NA,"2",0
"12488",2816,"romania","davidesti",45.016667,25.033333,NA,"3",0
"12489",2816,"switzerland","grossaffoltern",47.07,7.35,"0",NA,0
"12476",2815,"azerbaijan","qala",40.44,50.18,"0",NA,0
"12477",2815,"canada","tisdale",52.82,-104.05,"0",NA,0
"12478",2815,"guatemala","sanmiguelacatan",15.7,-91.62,"0",NA,0
"12479",2815,"philippines","canapi",17.201736,121.865244,NA,"31",0
"12480",2815,"philippines","jandayan",10.166667,124.183333,NA,"11",0
"12481",2815,"philippines","kalian",7.5916,123.2319,NA,"P1",0
"12482",2815,"romania","borsec",46.95,25.566667,NA,"20",0
"12473",2814,"philippines","busilac",16.4775,121.1241,NA,"48",0
"12474",2814,"philippines","matiao",7.0828,125.9362,NA,"I6",0
"12475",2814,"sierraleone","ngiehun",8.55,-11.02,"0",NA,0
"12471",2813,"philippines","malainenluma",14.270303,120.788398,NA,"20",0
"12472",2813,"philippines","margen",11.017,124.5293,NA,"E4",0
"12468",2812,"ireland","clara",53.33,-7.62,"0",NA,0
"12469",2812,"philippines","malabuyoc",9.6525,123.3252,NA,"21",0
"12470",2812,"romania","toplet",44.797222,22.394444,NA,"12",0
"12462",2811,"greece","maniakoi",40.5,21.25,"0",NA,0
"12463",2811,"philippines","malayal",7.20801,121.94204,NA,"65",0
"12464",2811,"philippines","sanjosedebuan",12.0529,125.0251,NA,"55",0
"12465",2811,"romania","cermei",46.55,21.85,NA,"2",0
"12466",2811,"romania","negrasi",44.6,25.116667,NA,"42",0
"12467",2811,"switzerland","couvet",46.92,6.63,"0",NA,0
"12459",2810,"finland","ruotsinpyhtaa",60.53,26.45,"0",NA,0
"12460",2810,"philippines","tawagan",7.8434,123.4729,NA,"P1",0
"12461",2810,"russianfederation","belaya",51.054444,35.716111,NA,"41",0
"12455",2809,"greece","simantra",40.35,23.34,"0",NA,0
"12456",2809,"philippines","calomboyan",15.9449,120.3003,NA,"F5",0
"12457",2809,"romania","babana",44.9,24.7,NA,"3",0
"12458",2809,"romania","nasturelu",43.666667,25.466667,NA,"21",0
"12450",2808,"belgium","berloz",50.7,5.22,"0",NA,0
"12451",2808,"kenya","chogoria",-0.23,37.65,"0",NA,0
"12452",2808,"philippines","bilwang",10.8834,124.4667,NA,"37",0
"12453",2808,"romania","hinova",44.540556,22.776944,NA,"26",0
"12454",2808,"russianfederation","ushumun",52.783333,126.533333,NA,"5",0
"12448",2807,"haiti","corail",18.57,-73.88,"0",NA,0
"12449",2807,"philippines","sansalvador",11.002778,122.835278,NA,"30",0
"12444",2806,"bhutan","tsimasham",26.96,89.54,"0",NA,0
"12445",2806,"botswana","moiyabana",-22.43,26.42,"0",NA,0
"12446",2806,"finland","keitele",63.18,26.37,"0",NA,0
"12447",2806,"russianfederation","tsentralnyy-kospashskiy",59.043434,57.772436,NA,"90",0
"12438",2805,"armenia","artsvanist",40.15,45.5,"0",NA,0
"12439",2805,"guatemala","aguablanca",14.5,-89.65,"0",NA,0
"12440",2805,"honduras","sulaco",14.92,-87.27,"0",NA,0
"12441",2805,"hungary","ivancsa",47.16,18.84,"0",NA,0
"12442",2805,"ireland","cashel",52.52,-7.89,"0",NA,0
"12443",2805,"philippines","tigbinan",14.186479,122.469226,NA,"15",0
"12434",2804,"colombia","ospina",1.06,-77.57,"0",NA,0
"12435",2804,"finland","raakkyla",62.32,29.62,"0",NA,0
"12436",2804,"hungary","szentgal",46.37,18.62,"0",NA,0
"12437",2804,"turkey","inhisar",40.05,30.38,"0",NA,0
"12431",2803,"colombia","laesperanza",8.17,-72.47,"0",NA,0
"12432",2803,"philippines","tadian",16.9956,120.8203,NA,"44",0
"12433",2803,"russianfederation","voznesenye",61.010599,35.478127,NA,"42",0
"12426",2802,"greece","assos",37.93,22.83,"0",NA,0
"12427",2802,"greece","ziparion",36.88,27.2,"0",NA,0
"12428",2802,"philippines","bolisong",9.6899,123.153,NA,"46",0
"12429",2802,"philippines","sinala",13.805696,120.97463,NA,"9",0
"12430",2802,"switzerland","gommiswald",47.22,9.02,"0",NA,0
"12421",2801,"bosniaandherzegovina","srebrenica",44.11,19.3,"0",NA,0
"12422",2801,"denmark","hoyvik",62.03,-6.75,"0",NA,0
"12423",2801,"greece","iasmos",41.13,25.18,"0",NA,0
"12424",2801,"philippines","capagao",11.4379,122.7479,NA,"18",0
"12425",2801,"romania","almasu",46.95,23.133333,NA,"5",0
"12417",2800,"dominicanrepublic","cristobal",18.3,-71.3,"0",NA,0
"12418",2800,"philippines","malitbog",10.16,124.999167,NA,"59",0
"12419",2800,"romania","solovastru",46.766667,24.766667,NA,"27",0
"12420",2800,"ukraine","chapayeve",49.366249,35.874856,NA,"7",0
"12416",2799,"finland","kuhmoinen",61.57,25.18,"0",NA,0
"12412",2798,"greece","krouson",35.23,24.98,"0",NA,0
"12413",2798,"philippines","alibunan",11.146523,122.459106,NA,"30",0
"12414",2798,"philippines","cabayaoasan",15.6719,120.5653,NA,"63",0
"12415",2798,"switzerland","zweisimmen",46.55,7.37,"0",NA,0
"12408",2797,"canada","mountalbert",44.13,-79.32,"0",NA,0
"12409",2797,"czechrepublic","mladavozice",49.53,14.82,"0",NA,0
"12410",2797,"romania","atid",46.45,25.05,NA,"20",0
"12411",2797,"switzerland","schafisheim",47.38,8.13,"0",NA,0
"12401",2796,"botswana","mandunyane",-21.33,27.4,"0",NA,0
"12402",2796,"brazil","uarini",-2.916667,-65.133333,NA,"4",0
"12403",2796,"cyprus","akaki",35.13,33.13,"0",NA,0
"12404",2796,"hungary","csanadapaca",46.54,20.89,"0",NA,0
"12405",2796,"philippines","dampol",14.884444,120.811944,NA,"13",0
"12406",2796,"romania","greaca",44.109444,26.339444,NA,"42",0
"12407",2796,"turkey","goynucek",40.4,35.53,"0",NA,0
"12397",2795,"philippines","banugao",14.748248,121.618405,NA,"H2",0
"12398",2795,"philippines","telbang",16.17241,120.060737,NA,"H4",0
"12399",2795,"slovenia","lesce",46.36,14.16,"0",NA,0
"12400",2795,"switzerland","wattenwil",46.77,7.52,"0",NA,0
"12394",2794,"croatia","lipovljani",45.4,16.89,"0",NA,0
"12395",2794,"philippines","campuyo",9.6564,123.1479,NA,"46",0
"12396",2794,"romania","vaduizei",47.883333,23.95,NA,"25",0
"12392",2793,"greece","megalipanayia",40.45,23.68,"0",NA,0
"12393",2793,"honduras","santacruzdeguayape",14.76,-86.89,"0",NA,0
"12387",2791,"colombia","lallanada",1.48,-77.58,"0",NA,0
"12388",2791,"pakistan","tandomithakhan",25.99,69.2,"0",NA,0
"12389",2791,"philippines","mahabangparang",13.983333,121.083333,NA,"9",0
"12390",2791,"romania","stoina",44.683333,23.633333,NA,"26",0
"12391",2791,"russianfederation","pechenga",69.56101,31.220236,NA,"49",0
"12385",2790,"czechrepublic","netolice",49.05,14.2,"0",NA,0
"12386",2790,"philippines","iraray",8.993611,118.051111,NA,"49",0
"12378",2789,"greece","oikhalia",39.61,21.98,"0",NA,0
"12379",2789,"philippines","kaligutan",7.703056,125.813056,NA,"I6",0
"12380",2789,"philippines","lanigay",13.316667,123.5,NA,"5",0
"12381",2789,"philippines","linabuansur",11.651111,122.345,NA,"4",0
"12382",2789,"romania","horoatucrasnei",47.133333,22.883333,NA,"31",0
"12383",2789,"romania","mirosi",44.416667,24.933333,NA,"42",0
"12384",2789,"romania","nalbant",45.05,28.616667,NA,"37",0
"12372",2788,"honduras","quebradadearena",15.77,-85.92,"0",NA,0
"12373",2788,"newzealand","waimate",-35.31,173.88,"0",NA,0
"12374",2788,"philippines","hinlayagan",10.030607,124.334573,NA,"11",0
"12375",2788,"philippines","newleyte",7.5,125.75,NA,"I7",0
"12376",2788,"russianfederation","kamenetskiy",54.01353,38.221148,NA,"76",0
"12377",2788,"switzerland","perly-certoux",46.15,6.08,"0",NA,0
"12370",2787,"channelislands","trinity",49.23,-2.09,"0",NA,0
"12371",2787,"romania","daesti",44.966667,24.133333,NA,"39",0
"12368",2786,"armenia","urtsadzor",39.91,44.82,"0",NA,0
"12369",2786,"czechrepublic","hejnice",50.89,15.2,"0",NA,0
"12361",2785,"czechrepublic","zlutice",50.1,13.18,"0",NA,0
"12362",2785,"honduras","ojojona",13.94,-87.3,"0",NA,0
"12363",2785,"hungary","tapiosag",47.4,19.63,"0",NA,0
"12364",2785,"israel","merkazshappira",30.61,35.19,"0",NA,0
"12365",2785,"namibia","outapi",-17.5,15,"0",NA,0
"12366",2785,"philippines","nagas",13.4357,123.6781,NA,"5",0
"12367",2785,"romania","gherghesti",46.5,27.516667,NA,"38",0
"12359",2784,"denmark","aalestrup",56.7,9.5,"0",NA,0
"12360",2784,"russianfederation","kerva",55.611669,39.576652,NA,"47",0
"12355",2782,"armenia","dvin",40.02,44.59,"0",NA,0
"12356",2782,"hungary","gyenesdias",46.77,17.28,"0",NA,0
"12357",2782,"norway","royken",59.75,10.38,"0",NA,0
"12358",2782,"unitedkingdom","callander",56.25,-4.233333,NA,"W6",0
"12350",2781,"denmark","hurup",56.75,8.42,"0",NA,0
"12351",2781,"guatemala","santacruzmulua",14.58,-91.62,"0",NA,0
"12352",2781,"panama","gualaca",8.53,-82.29,"0",NA,0
"12353",2781,"philippines","mambayaan",8.782778,124.784167,NA,"43",0
"12354",2781,"philippines","basista",15.8524,120.3976,NA,"51",0
"12345",2780,"finland","yliharma",63.15,22.78,"0",NA,0
"12346",2780,"hungary","hajmasker",47.15,18.02,"0",NA,0
"12347",2780,"norway","dokka",60.83,10.08,"0",NA,0
"12348",2780,"philippines","canan",15.9073,120.4871,NA,"51",0
"12349",2780,"philippines","mahinog",9.157778,124.7875,NA,"17",0
"12336",2779,"czechrepublic","velkehamry",50.72,15.32,"0",NA,0
"12337",2779,"israel","newedeqalim",31.35,34.27,"0",NA,0
"12338",2779,"panama","pasoblanco",9.13,-79.23,"0",NA,0
"12339",2779,"philippines","maricaban",11.1516,123.7679,NA,"21",0
"12340",2779,"philippines","tanolong",15.816667,120.4,NA,"51",0
"12341",2779,"philippines","tebag",15.9678,120.466,NA,"51",0
"12342",2779,"romania","telesti",45.016667,23.083333,NA,"19",0
"12343",2779,"russianfederation","chastoozerye",55.564444,67.909167,NA,"40",0
"12344",2779,"russianfederation","vostok",48.916667,148.9,NA,"64",0
"12330",2778,"philippines","banaba",13.8966,121.21,NA,"D6",0
"12331",2778,"philippines","bilad",15.7334,120.4356,NA,"63",0
"12332",2778,"philippines","nagbacalan",18.0892,120.6005,NA,"28",0
"12333",2778,"romania","valeaiasului",45.183333,24.716667,NA,"39",0
"12334",2778,"serbia","ribnica",43.71,20.69,"0",NA,0
"12335",2778,"slovenia","sostanj",46.38,15.05,"0",NA,0
"12327",2777,"costarica","belen",10.4,-85.6,"0",NA,0
"12328",2777,"philippines","vargas",15.5928,120.4867,NA,"63",0
"12329",2777,"switzerland","chermignon",46.27,7.45,"0",NA,0
"12322",2776,"comoros","daji",-12.33,44.49,"0",NA,0
"12323",2776,"hungary","nagydorog",46.63,18.66,"0",NA,0
"12324",2776,"philippines","pamantingan",6.704444,124.458889,NA,"71",0
"12325",2776,"romania","buciumi",47.033333,23.066667,NA,"31",0
"12326",2776,"unitedkingdom","kinghorn",56.066667,-3.166667,NA,"V1",0
"12316",2775,"bolivia","puertopailas",-17.65,-62.81,"0",NA,0
"12317",2775,"croatia","strizivojna",45.23,18.42,"0",NA,0
"12318",2775,"greece","neonsoulion",41.1,23.65,"0",NA,0
"12319",2775,"philippines","cigaras",14.2266,121.4298,NA,"33",0
"12320",2775,"romania","poianacristei",45.65,26.983333,NA,"40",0
"12321",2775,"russianfederation","pistsovo",57.179039,40.529828,NA,"21",0
"12313",2773,"philippines","cagmanaba",13.055008,123.297061,NA,"5",0
"12314",2773,"philippines","comunal",13.2548,121.1366,NA,"13",0
"12315",2773,"tajikistan","chorku",39.97,70.55,"0",NA,0
"12310",2772,"philippines","liboran",8.354722,124.648889,NA,"12",0
"12311",2772,"philippines","tobuan",16.055617,120.110236,NA,"51",0
"12312",2772,"switzerland","laupen",46.9,7.25,"0",NA,0
"12307",2771,"greece","ayia",39.72,22.76,"0",NA,0
"12308",2771,"hungary","korostarcsa",46.89,21.02,"0",NA,0
"12309",2771,"philippines","castilla",12.948611,123.882222,NA,"58",0
"12303",2770,"brazil","limoeirodeanadia",-9.733333,-36.516667,NA,"2",0
"12304",2770,"philippines","cotmon",13.1175,123.6637,NA,"5",0
"12305",2770,"philippines","pinamopoan",11.314722,124.573889,NA,"37",0
"12306",2770,"sanmarino","domagnano",43.95,12.47,"0",NA,0
"12299",2769,"colombia","milan",1.35,-75.51,"0",NA,0
"12300",2769,"hungary","porcsalma",47.88,22.57,"0",NA,0
"12301",2769,"panama","vistahermosa",8.53,-80.37,"0",NA,0
"12302",2769,"unitedkingdom","westcalder",55.833333,-3.566667,NA,"W9",0
"12294",2768,"greece","kapandrition",38.22,23.88,"0",NA,0
"12295",2768,"philippines","elpardo",9.66,123.4944,NA,"21",0
"12296",2768,"romania","camarasu",46.783333,24.133333,NA,"27",0
"12297",2768,"trinidadandtobago","rioclaro",10.26,-61.15,"0",NA,0
"12298",2768,"ukraine","kostryzhivka",48.654551,25.713164,NA,"3",0
"12290",2767,"colombia","chipaque",4.44,-74.04,"0",NA,0
"12291",2767,"czechrepublic","brezova",50.196603,12.87048,NA,"81",0
"12292",2767,"russianfederation","shakhta",59.092662,57.652985,NA,"90",0
"12293",2767,"switzerland","gais",47.37,9.45,"0",NA,0
"12285",2766,"colombia","miraflores",5.2,-73.15,"0",NA,0
"12286",2766,"guatemala","huite",14.93,-89.72,"0",NA,0
"12287",2766,"philippines","camachile",14.643611,120.580833,NA,"13",0
"12288",2766,"philippines","lantawan",6.6402,121.8395,NA,"22",0
"12289",2766,"russianfederation","staryynadym",65.666667,72.783333,NA,"87",0
"12281",2765,"estonia","narva-joesuu",59.46,28.04,"0",NA,0
"12282",2765,"westbankandgaza","qarawatbanizayd",32.05,35.13,"0",NA,0
"12283",2765,"philippines","luntal",14.0292,120.7174,NA,"9",0
"12284",2765,"serbia","raca",44.92,19.29,"0",NA,0
"12278",2764,"colombia","alejandria",6.37,-75.08,"0",NA,0
"12279",2764,"philippines","quipot",13.7775,121.396111,NA,"9",0
"12280",2764,"zimbabwe","chimanimani",-19.8,32.87,"0",NA,0
"12275",2763,"canada","morrisburg",44.9,-75.18,"0",NA,0
"12276",2763,"cyprus","lythrodontas",34.95,33.3,"0",NA,0
"12277",2763,"romania","gaujani",43.733333,25.7,NA,"21",0
"12270",2762,"canada","dresden",42.58,-82.17,"0",NA,0
"12271",2762,"hungary","iregszemcse",46.7,18.18,"0",NA,0
"12272",2762,"israel","mi'elya",33.03,35.26,"0",NA,0
"12273",2762,"philippines","tarangnan",11.9009,124.7459,NA,"55",0
"12274",2762,"russianfederation","razdolinsk",58.421111,94.665833,NA,"39",0
"12268",2761,"jamaica","buffbay",18.23,-76.67,"0",NA,0
"12269",2761,"romania","stremt",46.216667,23.633333,NA,"1",0
"12262",2760,"finland","tuusniemi",62.82,28.5,"0",NA,0
"12263",2760,"hungary","beremend",45.78,18.43,"0",NA,0
"12264",2760,"kenya","yala",0.1,34.53,"0",NA,0
"12265",2760,"philippines","doljo",9.589444,123.726944,NA,"11",0
"12266",2760,"romania","movilabanului",44.983333,26.683333,NA,"11",0
"12267",2760,"suriname","brownsweg",5.02,-55.17,"0",NA,0
"12259",2759,"czechrepublic","luzice",48.85,17.07,"0",NA,0
"12260",2759,"macedoniafyr","belcista",41.3,20.82,"0",NA,0
"12261",2759,"philippines","sugal",5.662222,125.461667,NA,"25",0
"12249",2758,"armenia","bjini",40.46,44.65,"0",NA,0
"12250",2758,"canada","shippagan",47.73,-64.7,"0",NA,0
"12251",2758,"colombia","villavieja",3.22,-75.22,"0",NA,0
"12252",2758,"costarica","tucurrique",9.85,-83.72,"0",NA,0
"12253",2758,"honduras","frenchharbor",16.37,-86.43,"0",NA,0
"12254",2758,"jamaica","wakefield",18.42,-77.72,"0",NA,0
"12255",2758,"philippines","lookan",5.037,120.1027,NA,"72",0
"12256",2758,"philippines","mileb",6.898611,124.583889,NA,"56",0
"12257",2758,"philippines","paypay",11.2152,123.9762,NA,"21",0
"12258",2758,"philippines","salunayan",7.154444,124.4975,NA,"57",0
"12244",2757,"bolivia","entrerios",-21.53,-64.19,"0",NA,0
"12245",2757,"colombia","arboledas",7.65,-72.8,"0",NA,0
"12246",2757,"honduras","guinope",13.88,-86.93,"0",NA,0
"12247",2757,"westbankandgaza","dayras-saraf",32.25,35.19,"0",NA,0
"12248",2757,"slovenia","portoroz",45.52,13.59,"0",NA,0
"12240",2756,"bulgaria","loznica",43.37,26.61,"0",NA,0
"12241",2756,"hungary","nyirmeggyes",47.93,22.28,"0",NA,0
"12242",2756,"romania","danciulesti",44.733333,23.75,NA,"26",0
"12243",2756,"romania","valeaargovei",44.35,26.783333,NA,"41",0
"12235",2755,"canada","liverpool",44.03,-64.72,"0",NA,0
"12236",2755,"mauritius","campdemasque",-20.24,57.66,"0",NA,0
"12237",2755,"philippines","apad",13.815,122.7664,NA,"16",0
"12238",2755,"philippines","balading",13.3906,123.7121,NA,"5",0
"12239",2755,"tunisia","al-'arusah",36.38,9.45,"0",NA,0
"12232",2754,"romania","sieut",46.983333,24.65,NA,"6",0
"12233",2754,"switzerland","batterkinden",47.12,7.53,"0",NA,0
"12234",2754,"zambia","kaputa",-8.48,29.67,"0",NA,0
"12230",2753,"newcaledonia","thio",-21.61,166.19,"0",NA,0
"12231",2753,"philippines","buliran",15.5598,120.9713,NA,"A9",0
"12228",2752,"czechrepublic","kost'any",50.65,13.77,"0",NA,0
"12229",2752,"slovenia","sencur",46.25,14.42,"0",NA,0
"12223",2751,"albania","shengjin",41.82,19.58,"0",NA,0
"12224",2751,"brazil","parana",-12.640556,-47.7925,NA,"31",0
"12225",2751,"israel","betarye",32.03,35.05,"0",NA,0
"12226",2751,"newcaledonia","ponerihouen",-21.08,165.4,"0",NA,0
"12227",2751,"nicaragua","elalmendro",11.68,-84.7,"0",NA,0
"12218",2750,"canada","osgoode",45.15,-75.62,"0",NA,0
"12219",2750,"hungary","ruzsa",46.29,19.75,"0",NA,0
"12220",2750,"mauritius","dubreuil",-20.3,57.59,"0",NA,0
"12221",2750,"romania","arefu",45.333333,24.6,NA,"39",0
"12222",2750,"romania","murgasi",44.5,23.866667,NA,"17",0
"12214",2749,"czechrepublic","chotesov",49.65,13.22,"0",NA,0
"12215",2749,"philippines","calabaca",14.300095,122.433642,NA,"15",0
"12216",2749,"romania","amaru",44.933333,26.583333,NA,"42",0
"12217",2749,"russianfederation","khebda",42.444233,46.551722,NA,"17",0
"12208",2748,"colombia","elaguila",4.91,-76.04,"0",NA,0
"12209",2748,"gambiathe","jarreng",13.62,-15.18,"0",NA,0
"12210",2748,"greece","katotithorea",38.6,22.72,"0",NA,0
"12211",2748,"romania","bacani",46.333333,27.666667,NA,"38",0
"12212",2748,"romania","poianasibiului",45.8,23.733333,NA,"1",0
"12213",2748,"romania","salasudesus",45.516667,22.95,NA,"2",0
"12205",2747,"hungary","ujszilvas",47.27,19.92,"0",NA,0
"12206",2747,"lithuania","tytuvenai",55.61,23.28,"0",NA,0
"12207",2747,"romania","calmatuiu",43.966667,24.866667,NA,"42",0
"12198",2746,"croatia","opuzen",43.02,17.57,"0",NA,0
"12199",2746,"ireland","monasterevan",53.14,-7.06,"0",NA,0
"12200",2746,"namibia","ongandjera",-17.88,15.06,"0",NA,0
"12201",2746,"philippines","salimbalan",8.274167,124.721944,NA,"12",0
"12202",2746,"romania","chinteni",46.866667,23.533333,NA,"13",0
"12203",2746,"russianfederation","firovo",57.481354,33.702108,NA,"77",0
"12204",2746,"uruguay","carmen",-33.25,-56.02,"0",NA,0
"12195",2745,"bulgaria","malkotarnovo",41.98,27.53,"0",NA,0
"12196",2745,"hungary","balloszog",46.86,19.59,"0",NA,0
"12197",2745,"romania","marsa",44.374167,25.556944,NA,"42",0
"12188",2744,"croatia","strahoninec",46.37,16.42,"0",NA,0
"12189",2744,"philippines","bigaan",8.317222,126.281111,NA,"62",0
"12190",2744,"philippines","doos",10.465278,124.729444,NA,"37",0
"12191",2744,"philippines","panguiranan",12.069856,123.318509,NA,"39",0
"12192",2744,"russianfederation","georgiyevskoye",58.731005,45.024041,NA,"37",0
"12193",2744,"russianfederation","stepantsevo",56.13143,41.703199,NA,"83",0
"12194",2744,"tunisia","tamagzah",34.39,7.95,"0",NA,0
"12185",2743,"greece","khoristi",41.13,24.22,"0",NA,0
"12186",2743,"hungary","uri",47.42,19.53,"0",NA,0
"12187",2743,"russianfederation","milyutinskaya",48.627878,41.667885,NA,"61",0
"12176",2742,"belarus","disna",55.57,28.22,"0",NA,0
"12177",2742,"bulgaria","nikolaevo",43.32,25.98,"0",NA,0
"12178",2742,"czechrepublic","mezimesti",50.62,16.25,"0",NA,0
"12179",2742,"dominicanrepublic","pizarrete",18.3,-70.22,"0",NA,0
"12180",2742,"finland","kiihtelysvaara",62.48,30.25,"0",NA,0
"12181",2742,"philippines","jamabalud",10.8788,122.6212,NA,"30",0
"12182",2742,"philippines","paticui",10.237,122.8993,NA,"H3",0
"12183",2742,"philippines","sapangdalaga",8.5399,123.5624,NA,"42",0
"12184",2742,"serbia","medveda",43.63,21.08,"0",NA,0
"12174",2741,"hungary","apc",47.81,19.7,"0",NA,0
"12175",2741,"philippines","dagohoy",9.8927,124.2727,NA,"11",0
"12171",2740,"hungary","janoshaza",47.12,17.16,"0",NA,0
"12172",2740,"philippines","mandangoa",8.772778,124.791111,NA,"43",0
"12173",2740,"romania","bogdanesti",46.216667,26.683333,NA,"38",0
"12166",2739,"armenia","armavir",40.09,44.05,"0",NA,0
"12167",2739,"croatia","sibinj",45.19,17.91,"0",NA,0
"12168",2739,"hungary","vertesszolos",47.62,18.38,"0",NA,0
"12169",2739,"philippines","cajimos",12.594626,122.275313,NA,"54",0
"12170",2739,"sierraleone","kpetewoma",7.95,-12.62,"0",NA,0
"12161",2738,"canada","normandin",48.83,-72.52,"0",NA,0
"12162",2738,"denmark","bjaeverskov",55.45,12.03,"0",NA,0
"12163",2738,"westbankandgaza","duraal-qar'",31.95,35.21,"0",NA,0
"12164",2738,"philippines","cagliliog",13.9039,123.2925,NA,"16",0
"12165",2738,"russianfederation","vozrozhdeniye",52.6901,48.1879,NA,"67",0
"12159",2737,"philippines","osiao",13.0914,123.9811,NA,"58",0
"12160",2737,"philippines","panggulayan",13.039801,121.447916,NA,"41",0
"12157",2736,"philippines","altavas",11.538,122.487,NA,"4",0
"12158",2736,"philippines","japitan",10.765244,123.544403,NA,"J1",0
"12150",2735,"denmark","langa",56.38,9.9,"0",NA,0
"12151",2735,"gambiathe","sutukoba",13.5,-14.02,"0",NA,0
"12152",2735,"norway","andenes",69.32,16.11,"0",NA,0
"12153",2735,"romania","petelea",46.733333,24.716667,NA,"27",0
"12154",2735,"romania","sancel",46.2,23.95,NA,"1",0
"12155",2735,"russianfederation","belyygorodok",56.965,37.5125,NA,"77",0
"12156",2735,"russianfederation","bolshoyeignatovo",55.020728,45.575911,NA,"46",0
"12144",2734,"canada","sicamous",50.83,-119,"0",NA,0
"12145",2734,"honduras","lamina",15.32,-87.83,"0",NA,0
"12146",2734,"hungary","zakanyszek",46.27,19.9,"0",NA,0
"12147",2734,"philippines","pidigan",17.57,120.5903,NA,"1",0
"12148",2734,"romania","leorda",47.816667,26.45,NA,"7",0
"12149",2734,"switzerland","grandson",46.82,6.63,"0",NA,0
"12139",2733,"botswana","lecheng",-22.65,27.27,"0",NA,0
"12140",2733,"romania","arpasudejos",45.783333,24.616667,NA,"33",0
"12141",2733,"romania","boteni",45.183333,25.116667,NA,"42",0
"12142",2733,"russianfederation","alabushevo",56.016667,37.15,NA,"47",0
"12143",2733,"unitedkingdom","cleland",55.8,-3.9,NA,"V8",0
"12134",2732,"colombia","nuqui",5.71,-77.27,"0",NA,0
"12135",2732,"czechrepublic","mikulovice",50.3,17.33,"0",NA,0
"12136",2732,"equatorialguinea","acurenam",1.03,10.66,"0",NA,0
"12137",2732,"philippines","guinayangan",13.8971,122.454,NA,"H2",0
"12138",2732,"serbia","bosilegrad",42.5,22.47,"0",NA,0
"12125",2731,"colombia","lloro",5.5,-76.53,"0",NA,0
"12126",2731,"hungary","diosjeno",47.95,19.05,"0",NA,0
"12127",2731,"hungary","kakucs",47.25,19.38,"0",NA,0
"12128",2731,"israel","jish",33.02,35.44,"0",NA,0
"12129",2731,"romania","bautar",45.516667,22.566667,NA,"2",0
"12130",2731,"romania","caineni",45.483333,24.3,NA,"33",0
"12131",2731,"romania","plopis",47.133333,22.683333,NA,"5",0
"12132",2731,"switzerland","muhleberg",46.95,7.25,"0",NA,0
"12133",2731,"uruguay","solisdemataojo",-34.6,-55.48,"0",NA,0
"12117",2730,"paraguay","antequera",-24.13,-57.08,"0",NA,0
"12118",2730,"philippines","albuquerque",9.608056,123.958056,NA,"11",0
