"","CityGTD","DistKM","fake","long","lat.x","name","X","lon","lat.y"
"160","pashtunkot",35.9040984256222,1,64.78361,35.92139,"maymana",804,64.7636592,35.598206
"5","adraskan",37.4815886453941,1,62.16,33.31,"sindand",785,62.266621,33.63591
"83","huayllapata",38.7336140812501,1,-72.89,-13.64,"abancay",318,-73.1333333,-13.3833333
"144","negrine",40.5837112544073,1,7.94313,34.38849,"tamaghzah",1195,7.516667,34.483333
"69","gajapati",40.6207090894767,1,83.816667,19.083333,"gunupur",301,84.1857115,19.1912221
"109","lamorada",44.4774608495533,1,-76.41,-8.42,"uchiza",1543,-76.2519729,-8.7901197
"67","escravos",46.1729137981596,1,5.51,5.35,"burutu",462,5.18708,5.613867
"22","bargimatal",47.2206510100349,1,70.92261,35.42064,"parun",500,71.2874209,35.7244483
"149","ocros",55.0110410004446,1,-77.8,-10.7,"pativilca",584,-77.396389,-10.403611
"141","natal",55.0586326286319,1,31.41,-28.33,"ulundi",262,30.8958242,-28.5305539
"80","huancaraylla",58.1127150986764,1,-74.22,-13.17,"ayacucho",1021,-74.140961,-13.68954
"127","maruf",60.4515842806578,1,66.90833,32.10575,"qalat",400,67.042618,31.57276
"166","puertobolivar",64.9439097490981,1,-72.27,11.72,"uribia",861,-71.9786626,12.2322387
"206","tump",71.513554416571,1,63.07,25.99,"turbat",1012,62.3653168,26.096947
"220","yauyos",75.3530040579047,1,-76.4,-12.95,"quilmana",1571,-75.9180163,-12.4600662
"7","akashat",76.2988533753996,1,40.3,33.04,"arrutbah",1365,39.9684003,33.6691331
"15","andar",81.1681086077913,1,62.16,33.31,"sindand",271,62.933333,33.65
"2","abeibara",81.3754260065552,1,1.41,18.45,"kidal",1420,1.75,19.11
"44","dadaab",89.9274645822559,1,39.67,-0.44,"garissa",250,40.314,0.051
"129","mashkai",95.22873191798,1,66.3,26.23,"bela",1510,65.3718026,26.0380192
"124","mand",104.545330484944,1,63.07,25.99,"turbat",256,62.0340963,26.1120526
"57","dhoobley",117.620451334623,1,42.06,0.52,"afmadu",1617,41.0088944,0.4112971
